Protein	BinNumber	BinName	TrivialName
at5g42323	GMM:29.4.1	protein.postranslational modification.kinase	35.2
at3g01555	35.2	35.2	35.2
at1g05675	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	35.2
at5g64870	35.2	35.2	35.2
at1g30630	GMM:31.4	cell.vesicle transport	35.2
at4g17830	GMM:29.5	protein.degradation	35.2
at4g25719	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g29950	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	35.2
at3g07870	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g63520	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g53250	GMM:10.5.1.1	cell wall.cell wall proteins.AGPs.AGP	AGP22;ATAGP22
at5g05090	GMM:27.3.20	RNA.regulation of transcription.G2-like transcription factor family (GARP)	35.2
at5g36690	35.2	35.2	35.2
at3g20460	GMM:34.2	transport.sugars	35.2
at2g35610	35.2	35.2	XEG113
at1g15380	GMM:24.2	biodegradation of xenobiotics.lactoylglutathione lyase	35.2
at4g15096	35.2	35.2	35.2
at5g56365	GMM:29.2.7.1.10	protein.synthesis.transfer RNA.nucleus.tRNA-Ile	35.2
at2g32830	GMM:34.7	transport.phosphate	PHT5;PHT1;5
at2g45070	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	SEC61 BETA
at3g22030	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at4g08250	GMM:33.99	development.unspecified	35.2
at5g15750	GMM:29.2.1.99.1.4	protein.synthesis.ribosomal protein.unknown.small subunit.S4	35.2
at3g51620	GMM:35.2	not assigned.unknown	35.2
at4g05133	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at5g52030	35.2	35.2	35.2
at1g04437	35.2	35.2	35.2
at2g19470	GMM:29.4	protein.postranslational modification	ckl5
at5g59420	GMM:31.4	cell.vesicle transport	ORP3C
at5g58670	GMM:30.4.4	signalling.phosphinositides.phosphoinositide phospholipase C	ATPLC;PLC1;ATPLC1
at1g50930	GMM:35.2	not assigned.unknown	35.2
at3g33127	35.2	35.2	35.2
at5g10600	GMM:26.10	misc.cytochrome P450	CYP81K2
at3g08165	35.2	35.2	35.2
at5g19221	GMM:32	"micro RNA, natural antisense etc"	35.2
at4g34530	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	CIB1
at4g08022	35.2	35.2	35.2
at1g40103	35.2	35.2	35.2
at3g16525	GMM:35.2	not assigned.unknown	35.2
at3g47420	GMM:34.98	transport.membrane system unknown	ATPS3;PS3
at3g14590	GMM:30.3	signalling.calcium	NTMC2T6.2;NTMC2TYPE6.2
at3g10130	GMM:21.3	redox.heme	35.2
at5g44390	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	35.2
at1g79620	GMM:30.2.8.1	signalling.receptor kinases.leucine rich repeat VIII.type 1	35.2
at1g03310	GMM:2.1.2.4	major CHO metabolism.synthesis.starch.debranching	DBE1;ATISA2;BE2;ISA2
at1g16010	GMM:34.14	transport.unspecified cations	MRS2-1;MGT2
at5g65480	35.2	35.2	35.2
at1g79940	GMM:20.2.1	stress.abiotic.heat	ATERDJ2A
at2g24580	GMM:13.1.5.2.41	amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.sarcosine oxidase	35.2
at3g05035	GMM:35.2	not assigned.unknown	35.2
at2g38280	GMM:23.2	nucleotide metabolism.degradation	FAC1;ATAMPD
at1g02340	GMM:30.11	signalling.light	FBI1;HFR1;RSF1;REP1
at1g05023	35.2	35.2	35.2
at3g51280	GMM:33.99	development.unspecified	35.2
at1g31860	GMM:13.1.7.2	amino acid metabolism.synthesis.histidine.phosphoribosyl-ATP pyrophosphatase	AT-IE;HISN2
at3g52240	35.2	35.2	35.2
atmg00070	GMM:9.1.2	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear	NAD9
at3g31355	35.2	35.2	35.2
at5g24090	GMM:20.1.7	stress.biotic.PR-proteins	ATCHIA;CHIA
at4g25910	GMM:29.8	protein.assembly and cofactor ligation	ATCNFU3
at5g20270	35.2	35.2	HHP1
at2g28010	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at4g02130	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	GATL6;LGT10
at1g03350	GMM:35.1.8	not assigned.no ontology.BSD domain-containing protein	35.2
at2g27385	35.2	35.2	35.2
at5g30406	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g44690	GMM:35.2	not assigned.unknown	35.2
at3g08790	GMM:31.4	cell.vesicle transport	35.2
at1g36570	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g39532	GMM:26.21	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	35.2
at3g02310	GMM:33.99;GMM:27.3.24	development.unspecified;RNA.regulation of transcription.MADS box transcription factor family	AGL4
at5g28535	GMM:28.1.1.6	DNA.synthesis/chromatin structure.retrotransposon/transposase.mariner-like transposase	35.2
at1g02820	GMM:33.2	development.late embryogenesis abundant	35.2
at1g48500	35.2	35.2	TIFY6A;JAZ4
at3g42620	GMM:28.99	DNA.unspecified	35.2
at3g18800	35.2	35.2	35.2
at1g76270	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at1g48820	GMM:16.1.5	secondary metabolism.isoprenoids.terpenoids	35.2
at1g09507	35.2	35.2	35.2
at5g64280	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane	DiT2.2
at2g47930	GMM:10.5.1.1	cell wall.cell wall proteins.AGPs.AGP	AGP26;ATAGP26
atmg00330	GMM:29.2.7.3.16	protein.synthesis.transfer RNA.mitochondrion.tRNA-Ser	35.2
at1g72370	GMM:29.2.1.2.1.31	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.SA	RP40;RPSAA;AP40;P40
at3g07255	GMM:29.3.1	protein.targeting.nucleus	35.2
at2g05895	35.2	35.2	35.2
at1g08835	35.2	35.2	35.2
at1g77720	GMM:29.4	protein.postranslational modification	PPK1
at2g21610	GMM:10.8.1	cell wall.pectinesterases.PME	PE11;ATPE11
at5g33399	35.2	35.2	35.2
at4g29440	35.2	35.2	35.2
at1g65484	35.2	35.2	35.2
at3g15430	GMM:31.2	cell.division	35.2
at2g06345	35.2	35.2	35.2
at3g07990	GMM:29.5.5	protein.degradation.serine protease	SCPL27
at3g20220	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at2g27710	GMM:29.2.1.2.2.82	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P2	35.2
at1g55570	GMM:26.7	"misc.oxidases - copper, flavone etc"	sks12
at4g34035	GMM:29.2.7.1.2	protein.synthesis.transfer RNA.nucleus.tRNA-Arg	35.2
at4g16200	GMM:27.1	RNA.processing	35.2
at4g13480	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	MYB79;AtMYB79
at2g29590	GMM:11.9.4.5	lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase	35.2
at5g35010	35.2	35.2	35.2
at2g05515	35.2	35.2	35.2
at2g02103	35.2	35.2	35.2
at3g28460	GMM:29.2.2.3.3	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.methylotransferases	35.2
at1g27080	GMM:34.13	transport.peptides and oligopeptides	NRT1.6
at4g28610	GMM:27.3.20	RNA.regulation of transcription.G2-like transcription factor family (GARP)	AtPHR1
at1g64440	GMM:10.1.2	cell wall.precursor synthesis.UGE	RHD1;UGE4;REB1
at3g32110	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at5g38380	35.2	35.2	35.2
at2g02430	GMM:29.1.19	protein.aa activation.arginine-tRNA ligase	35.2
at4g15980	GMM:10.8.1	cell wall.pectinesterases.PME	35.2
at3g06170	35.2	35.2	35.2
at5g23490	GMM:35.2	not assigned.unknown	35.2
at4g31630	GMM:27.3.41	RNA.regulation of transcription.B3 transcription factor family	35.2
at2g23080	GMM:29.4	protein.postranslational modification	35.2
at1g27890	GMM:27.1.19	RNA.processing.ribonucleases	35.2
at1g23230	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at3g13020	GMM:28.1.1.4	DNA.synthesis/chromatin structure.retrotransposon/transposase.hat-like transposase	35.2
at4g07365	35.2	35.2	35.2
at3g12570	35.2	35.2	FYD
at2g03330	35.2	35.2	35.2
at4g29360	GMM:26.4	"misc.beta 1,3 glucan hydrolases"	35.2
at3g43005	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at3g56360	35.2	35.2	35.2
at5g01515	35.2	35.2	35.2
at2g25320	GMM:35.1	not assigned.no ontology	35.2
at4g39345	GMM:29.2.7.1.9	protein.synthesis.transfer RNA.nucleus.tRNA-His	35.2
at2g25090	GMM:29.4	protein.postranslational modification	SnRK3.18;CIPK16
at4g35685	GMM:35.2	not assigned.unknown	35.2
at5g64410	GMM:34.13	transport.peptides and oligopeptides	ATOPT4;OPT4
at5g25230	GMM:29.2.4	protein.synthesis.elongation	35.2
at3g32240	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at2g33775	GMM:30.8	signalling.misc	RALFL19
at3g13830	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g49590	35.2	35.2	35.2
at3g51390	GMM:26.31	misc.nodulins	35.2
at4g25170	35.2	35.2	35.2
at3g43566	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g53487	GMM:29.2.7.1.8	protein.synthesis.transfer RNA.nucleus.tRNA-Gly	35.2
at4g16355	GMM:32	"micro RNA, natural antisense etc"	35.2
at2g47990	GMM:33.99;GMM:27.2;GMM:29.2.2.3.4	development.unspecified;RNA.transcription;protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.WD-repeat proteins	EDA13;SWA1;EDA19
at2g33900	GMM:29.2.7.1.15	protein.synthesis.transfer RNA.nucleus.tRNA-Pro	35.2
at5g11242	GMM:29.2.1.1.2.2.29	protein.synthesis.ribosomal protein.prokaryotic.mitochondrion.50S subunit.L29	35.2
at1g57020	GMM:29.2.7.1.19	protein.synthesis.transfer RNA.nucleus.tRNA-Tyr	35.2
at3g01230	35.2	35.2	35.2
at2g03520	GMM:23.2.2;GMM:23.3	nucleotide metabolism.degradation.purine;nucleotide metabolism.salvage	UPS4;ATUPS4
at5g05300	35.2	35.2	35.2
at3g18740	GMM:29.2.1.2.2.30	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L30	35.2
at5g15500	GMM:31.1	cell.organisation	35.2
at4g06637	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g24580	GMM:15.2	"metal handling.binding, chelation and storage"	35.2
at4g00200	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at1g54880	35.2	35.2	35.2
at2g07410	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g24150	GMM:17.3.1.2.99	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.other	SQP1;SQE5
at2g13790	GMM:30.2.2	signalling.receptor kinases.leucine rich repeat II	BKK1;ATSERK4;BAK7;SERK4
at5g61450	35.2	35.2	35.2
at5g37150	GMM:27.1.1	RNA.processing.splicing	35.2
at2g14115	GMM:32	"micro RNA, natural antisense etc"	35.2
at5g13860	35.2	35.2	ELC-Like
at3g29638	35.2	35.2	35.2
at5g02790	GMM:26.9	misc.glutathione S transferases	GSTL3
at1g23750	GMM:35.1	not assigned.no ontology	35.2
at3g02770	GMM:25	C1-metabolism	35.2
at4g06035	35.2	35.2	35.2
at5g63460	GMM:28.99	DNA.unspecified	35.2
at3g44780	35.2	35.2	35.2
at3g51075	GMM:32	"micro RNA, natural antisense etc"	35.2
at2g25171	GMM:32	"micro RNA, natural antisense etc"	35.2
at2g17390	GMM:27.3.39	RNA.regulation of transcription.AtSR transcription factor family	AKR2B
at1g02120	GMM:20.1	stress.biotic	VAD1
at2g23530	35.2	35.2	35.2
at2g08970	35.2	35.2	35.2
at3g13222	GMM:27.3	RNA.regulation of transcription	35.2
at2g06095	35.2	35.2	35.2
at1g63760	35.2	35.2	35.2
at2g05065	35.2	35.2	35.2
at3g21300	GMM:27.1.21	RNA.processing.siRNA methyltransferase	35.2
at1g71390	GMM:20.1.7	stress.biotic.PR-proteins	AtRLP11;RLP11
at3g43360	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at5g51830	GMM:2.2.1.1	major CHO metabolism.degradation.sucrose.fructokinase	35.2
at5g46920	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at3g46930	GMM:29.4	protein.postranslational modification	35.2
at5g45340	GMM:26.10	misc.cytochrome P450	CYP707A3
at3g59020	GMM:29.3.1	protein.targeting.nucleus	35.2
at1g04573	35.2	35.2	35.2
at1g04397	35.2	35.2	35.2
at2g47310	GMM:33.99	development.unspecified	35.2
at4g32870	35.2	35.2	35.2
at5g54040	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at3g52220	35.2	35.2	35.2
at5g01630	GMM:31.3	cell.cycle	ATBRCA2(V);BRCA2B;BRCA2(V)
at5g46150	GMM:35.1	not assigned.no ontology	35.2
at3g31395	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at2g07754	GMM:29.2.7.1.16	protein.synthesis.transfer RNA.nucleus.tRNA-Ser	35.2
at5g24065	GMM:29.8	protein.assembly and cofactor ligation	35.2
atmg01010	35.2	35.2	ORF118
at5g40560	GMM:29.5.5	protein.degradation.serine protease	DegP13
at4g08107	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g24690	GMM:27.3.41	RNA.regulation of transcription.B3 transcription factor family	35.2
at5g21920	35.2	35.2	ATYLMG2;YLMG2
at3g51380	GMM:30.3	signalling.calcium	IQD20
at1g64940	GMM:26.10	misc.cytochrome P450	CYP89A6
at4g09025	35.2	35.2	35.2
at5g36905	GMM:27.1.19	RNA.processing.ribonucleases	35.2
at2g22510	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins	35.2
at2g10760	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at2g42530	GMM:20.2.2	stress.abiotic.cold	COR15B
at5g37240	GMM:35.2	not assigned.unknown	35.2
at4g05635	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g05725	35.2	35.2	35.2
at1g31120	GMM:34.15	transport.potassium	KUP10
at2g33040	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase	35.2
at2g45161	35.2	35.2	35.2
at2g31005	35.2	35.2	35.2
at2g27420	GMM:29.5.3	protein.degradation.cysteine protease	35.2
at1g56290	35.2	35.2	35.2
at5g52310	GMM:20.2.2	stress.abiotic.cold	RD29A;COR78;LTI140;LTI78
at1g16710	GMM:27.3.54	RNA.regulation of transcription.histone acetyltransferases	HAC12
at1g14910	GMM:35.1.21	not assigned.no ontology.epsin N-terminal homology (ENTH) domain-containing protein	35.2
at1g42615	GMM:35.2	not assigned.unknown	35.2
at5g30380	35.2	35.2	35.2
at5g04360	GMM:2.2.2.9	major CHO metabolism.degradation.starch.limit dextrinase/pullulanase	ATPU1;LDA;ATLDA;PU1
at2g30925	35.2	35.2	35.2
at3g18370	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	NTMC2TYPE3;NTMC2T3;SYTF;ATSYTF
at3g43350	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at2g42920	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at1g34575	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	35.2
at1g05963	35.2	35.2	35.2
at2g02515	35.2	35.2	35.2
at5g25870	35.2	35.2	35.2
at1g03545	GMM:32	"micro RNA, natural antisense etc"	35.2
at2g37420	GMM:31.1	cell.organisation	35.2
at4g01240	35.2	35.2	35.2
at3g16190	GMM:18.13	Co-factor and vitamine metabolism.isochorismatase	35.2
at2g16586	35.2	35.2	35.2
at2g40990	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at1g67100	GMM:27.3.37	RNA.regulation of transcription.lateral organ boundaries gene family (AS2)	LBD40
at5g42220	GMM:29.2.3	protein.synthesis.initiation	35.2
at2g23347	GMM:32	"micro RNA, natural antisense etc"	35.2
at5g33392	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at1g25270	GMM:33.99	development.unspecified	35.2
at3g63540	35.2	35.2	35.2
at3g02360	GMM:7.1.3	OPP.oxidative PP.6-phosphogluconate dehydrogenase	35.2
at2g26840	35.2	35.2	35.2
at1g60815	GMM:30.8	signalling.misc	RALFL7
at5g00375	35.2	35.2	35.2
at5g61810	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane	35.2
at4g31420	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	35.2
at2g01810	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at5g02835	35.2	35.2	35.2
at2g45360	35.2	35.2	35.2
at3g03385	35.2	35.2	35.2
at4g13258	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at3g04000	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)	35.2
at3g61040	GMM:26.10	misc.cytochrome P450	CYP76C7
at1g42370	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g13882	GMM:29.2.1.1.3.2.34	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L34	35.2
at1g28815	35.2	35.2	35.2
at5g06115	35.2	35.2	35.2
atmg00420	GMM:29.2.7.3.16	protein.synthesis.transfer RNA.mitochondrion.tRNA-Ser	35.2
at3g61360	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at4g05460	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g63660	GMM:23.1.2.31	nucleotide metabolism.synthesis.purine.GMP synthetase	35.2
at3g07195	GMM:35.1	not assigned.no ontology	35.2
at1g66450	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at1g32920	35.2	35.2	35.2
at1g08080	GMM:8.3	TCA / organic transformation.carbonic anhydrases	ATACA7;ACA7
at2g02260	35.2	35.2	35.2
at5g09100	35.2	35.2	35.2
at5g42510	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at2g32220	GMM:29.2.1.2.2.27	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L27	35.2
at5g60320	GMM:29.4	protein.postranslational modification	35.2
at5g60710	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at3g15800	GMM:26.4.1	"misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase"	35.2
at3g55720	35.2	35.2	35.2
at1g31760	35.2	35.2	35.2
at1g18280	GMM:26.21	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	35.2
at5g49330	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	MYB111;PFG3;ATMYB111
at1g23790	35.2	35.2	35.2
at1g05880	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	ATARI12;ARI12
at3g05920	GMM:35.1	not assigned.no ontology	35.2
at1g09207	35.2	35.2	35.2
at3g03341	35.2	35.2	35.2
at1g09177	35.2	35.2	35.2
at5g13310	GMM:35.2	not assigned.unknown	35.2
at1g77230	GMM:35.1.27	not assigned.no ontology.tetratricopeptide repeat (TPR)	35.2
at1g17450	GMM:35.1	not assigned.no ontology	35.2
at1g70680	GMM:33.99	development.unspecified	35.2
at3g01160	35.2	35.2	35.2
at5g39500	GMM:33.99	development.unspecified	GNL1;ERMO1
at1g56190	GMM:1.3.3	PS.calvin cycle.phosphoglycerate kinase	35.2
at1g73177	GMM:35.2	not assigned.unknown	BNS
at2g04610	GMM:13.1.5.3.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL	35.2
at1g04907	35.2	35.2	35.2
at5g62970	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g09705	35.2	35.2	35.2
at3g30749	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g20460	35.2	35.2	35.2
at1g04150	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	35.2
at4g03113	35.2	35.2	35.2
at3g33083	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g27600	GMM:3.5	minor CHO metabolism.others	NARA5
at3g32220	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g06983	GMM:20.1.7	stress.biotic.PR-proteins	SCRL16
at3g12200	GMM:29.4	protein.postranslational modification	AtNek7;Nek7
at3g03560	35.2	35.2	35.2
at3g57710	GMM:29.4.1.53	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase III	35.2
at2g43990	35.2	35.2	35.2
at5g05675	GMM:35.2	not assigned.unknown	35.2
at3g13060	GMM:35.2	not assigned.unknown	ECT5
at3g56490	GMM:29.4	protein.postranslational modification	HIT3;HINT1
at4g12600	GMM:29.2.1.2.2.57	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L7A	35.2
at1g09987	35.2	35.2	35.2
at1g09277	35.2	35.2	35.2
at2g43940	GMM:13.1.3.4.13	amino acid metabolism.synthesis.aspartate family.methionine.methionine S-methyltransferase	ATHOL3;HOL3
at1g49910	GMM:31.2	cell.division	BUB3.2
at1g53160	GMM:33.3	development.squamosa promoter binding like (SPL)	35.2
at5g04195	35.2	35.2	35.2
at1g66795	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g13590	GMM:33.99	development.unspecified	PSK1;ATPSK1
at1g07657	35.2	35.2	35.2
at3g31908	GMM:33.99	development.unspecified	35.2
at4g04470	GMM:29.3.5	protein.targeting.peroxisomes	PMP22
at1g60987	GMM:30.2.24	signalling.receptor kinases.S-locus glycoprotein like	SCRL5
at1g73885	35.2	35.2	35.2
at3g45790	GMM:29.4	protein.postranslational modification	35.2
at3g03645	35.2	35.2	35.2
at5g13110	GMM:7.1.1	OPP.oxidative PP.glucose-6-phosphate 1-dehydrogenase (G6PD)	G6PD2
at4g38000	GMM:27.3.8	RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family	DOF4.7
at1g15772	GMM:35.2	not assigned.unknown	35.2
at4g23210	GMM:30.2.17	signalling.receptor kinases.DUF 26	CRK13
at3g57620	GMM:24	biodegradation of xenobiotics	35.2
at2g17810	GMM:29.2.7.1.10	protein.synthesis.transfer RNA.nucleus.tRNA-Ile	35.2
at3g10730	35.2	35.2	SUN2;ATSUN2
at3g07970	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	QRT2
at4g25225	GMM:35.1	not assigned.no ontology	35.2
at1g80010	GMM:30.11	signalling.light	FRS8
at3g14225	GMM:26.28	misc.GDSL-motif lipase	GLIP4
at3g08725	35.2	35.2	35.2
at2g43386	35.2	35.2	35.2
at1g42595	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at2g11390	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at3g06055	35.2	35.2	35.2
at1g56760	GMM:29.2.7.1.16	protein.synthesis.transfer RNA.nucleus.tRNA-Ser	35.2
at2g30615	35.2	35.2	35.2
at2g11626	35.2	35.2	35.2
at3g03450	GMM:30.1	signalling.in sugar and nutrient physiology	RGL2
at2g32810	GMM:26.3.2	"misc.gluco-, galacto- and mannosidases.beta-galactosidase"	BGAL9
at1g61910	GMM:29.2.7.1.11	protein.synthesis.transfer RNA.nucleus.tRNA-Leu	35.2
at1g09090	GMM:20.1.1	stress.biotic.respiratory burst	ATRBOHB;ATRBOHB-BETA;RBOHB
at5g41420	35.2	35.2	35.2
at3g30842	GMM:34.16	transport.ABC transporters and multidrug resistance systems	ATPDR10;PDR10
at1g51630	35.2	35.2	35.2
at1g28380	35.2	35.2	NSL1
at3g21600	GMM:33.99	development.unspecified	35.2
at5g63715	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g61400	GMM:30.2.24	signalling.receptor kinases.S-locus glycoprotein like	35.2
at4g11930	35.2	35.2	35.2
at3g44500	GMM:29.5.3	protein.degradation.cysteine protease	35.2
at1g45015	35.2	35.2	35.2
at3g32389	35.2	35.2	35.2
at3g03680	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	35.2
at1g50720	35.2	35.2	35.2
at2g28053	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at4g39220	GMM:29.3.4.1	protein.targeting.secretory pathway.ER	ATRER1A
at5g10150	GMM:35.2	not assigned.unknown	35.2
at3g07055	GMM:29.2.7.1.13	protein.synthesis.transfer RNA.nucleus.tRNA-Met	35.2
at5g48020	35.2	35.2	35.2
at5g42965	35.2	35.2	35.2
at5g60680	35.2	35.2	35.2
at2g39690	GMM:35.2	not assigned.unknown	35.2
at1g35790	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g21150	GMM:27.3.7	RNA.regulation of transcription.C2C2(Zn) Constans-like zinc finger family (CO-like)	BBX32
at5g57345	35.2	35.2	35.2
at1g08253	35.2	35.2	35.2
at3g30800	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g09580	GMM:35.2	not assigned.unknown	35.2
at2g27440	GMM:30.5	signalling.G-proteins	35.2
at3g02245	GMM:35.2	not assigned.unknown	35.2
at1g06475	35.2	35.2	35.2
at3g32093	35.2	35.2	35.2
at5g55260	GMM:29.4	protein.postranslational modification	PPX-2;PPX2
at2g11220	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at4g07408	35.2	35.2	35.2
at1g33460	GMM:28.99	DNA.unspecified	35.2
at4g05306	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at5g12020	GMM:20.2.1	stress.abiotic.heat	HSP17.6II
at4g00752	GMM:29.5	protein.degradation	35.2
at5g34460	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g56060	35.2	35.2	35.2
at1g34015	GMM:35.2	not assigned.unknown	35.2
at1g42003	35.2	35.2	35.2
at2g23220	GMM:26.10	misc.cytochrome P450	CYP81D6
at1g37867	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g09565	35.2	35.2	35.2
at3g58310	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at4g15242	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g68650	35.2	35.2	35.2
at5g28667	35.2	35.2	35.2
at4g07485	35.2	35.2	35.2
at2g07812	35.2	35.2	35.2
