IDENTIFIER	BINCODE	BinName	TrivialName
at4g08630	35.2	35.2	35.2
at1g08660	GMM:29.7	protein.glycosylation	MGP2
at1g29040	35.2	35.2	35.2
at4g01340	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at3g44590	GMM:29.2.1.2.2.82	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P2	35.2
at1g21550	GMM:30.3	signalling.calcium	35.2
at1g63600	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at1g09890	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at3g25150	GMM:29.3.1	protein.targeting.nucleus	35.2
at2g18030	GMM:29.4	protein.postranslational modification	35.2
at1g72050	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	TFIIIA
at5g63320	35.2	35.2	NPX1
at3g51850	GMM:30.3	signalling.calcium	CPK13
at2g14220	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g54720	GMM:9.1.2	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear	35.2
at3g52955	GMM:29.2.7.1.11	protein.synthesis.transfer RNA.nucleus.tRNA-Leu	35.2
atmg00590	35.2	35.2	ORF313
at2g05690	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at1g52120	GMM:26.16	misc.myrosinases-lectin-jacalin	35.2
at3g59320	35.2	35.2	35.2
at1g43665	GMM:26.21	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	35.2
at4g10815	GMM:29.2.7.1.8	protein.synthesis.transfer RNA.nucleus.tRNA-Gly	35.2
at3g42360	35.2	35.2	35.2
at2g43560	GMM:29.6	protein.folding	35.2
at5g64560	GMM:34.14	transport.unspecified cations	MGT9
at4g01160	GMM:35.1.9	not assigned.no ontology.BTB/POZ domain-containing protein	35.2
at3g28590	35.2	35.2	35.2
at5g63890	GMM:13.1.7.9	amino acid metabolism.synthesis.histidine.histidinol-phosphate aminotransferase	ATHDH
at5g43240	35.2	35.2	35.2
at3g58660	GMM:29.2.1.2.2.99	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.unknown	35.2
at5g54720	GMM:31.1	cell.organisation	35.2
at5g34174	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at1g79740	35.2	35.2	35.2
at2g35613	35.2	35.2	35.2
at2g32120	GMM:20.2.1	stress.abiotic.heat	HSP70T-2
at4g26670	GMM:29.3.2	protein.targeting.mitochondria	35.2
at3g50685	35.2	35.2	35.2
at5g48190	35.2	35.2	35.2
at2g01023	35.2	35.2	35.2
at2g33585	35.2	35.2	35.2
at1g65160	GMM:29.5.11	protein.degradation.ubiquitin	35.2
at5g19610	GMM:33.99	development.unspecified	GNL2
at1g63640	GMM:31.1	cell.organisation	35.2
at2g48060	35.2	35.2	35.2
at3g02030	35.2	35.2	35.2
at5g06940	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at1g60090	GMM:26.3	"misc.gluco-, galacto- and mannosidases"	BGLU4
at2g21890	GMM:16.2.1.10	secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD	CAD3
at3g43640	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at4g35335	GMM:34.2	transport.sugars	35.2
at1g25560	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	TEM1
at3g25233	35.2	35.2	35.2
at2g30450	GMM:29.2.7.1.8	protein.synthesis.transfer RNA.nucleus.tRNA-Gly	35.2
at3g27960	GMM:31.1	cell.organisation	35.2
at5g24290	35.2	35.2	35.2
at1g24130	35.2	35.2	35.2
at1g42440	GMM:29.2.2	protein.synthesis.ribosome biogenesis	35.2
at1g44160	GMM:20.2.1	stress.abiotic.heat	35.2
at2g31170	GMM:29.1.16	protein.aa activation.cysteine-tRNA ligase	SYCO ARATH
at5g14940	GMM:34.13	transport.peptides and oligopeptides	35.2
at1g53630	35.2	35.2	35.2
at1g62010	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at3g57570	35.2	35.2	35.2
at3g59740	GMM:30.2.19	signalling.receptor kinases.legume-lectin	35.2
at4g21460	35.2	35.2	35.2
at5g46210	GMM:29.5.11.4.3.3	protein.degradation.ubiquitin.E3.SCF.cullin	CUL4
at2g14490	GMM:30.5	signalling.G-proteins	35.2
at5g49810	GMM:13.1.3.4.13	amino acid metabolism.synthesis.aspartate family.methionine.methionine S-methyltransferase	MMT
at1g69100	GMM:29.5.4	protein.degradation.aspartate protease	35.2
at1g62214	35.2	35.2	35.2
at3g58880	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g58500	GMM:29.4	protein.postranslational modification	PP2A-4
at5g08240	35.2	35.2	35.2
at4g28450	GMM:27.1	RNA.processing	35.2
at4g10470	35.2	35.2	35.2
at1g16150	GMM:30.2.25	signalling.receptor kinases.wall associated kinase	WAKL4
at1g24490	GMM:31.2.5	cell.division.plastid	ARTEMIS
at1g72880	GMM:26.13	misc.acid and other phosphatases	35.2
at2g15130	GMM:20.1	stress.biotic	35.2
at1g17210	35.2	35.2	ILP1
at5g39570	35.2	35.2	35.2
at1g47435	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at1g69587	GMM:32	"micro RNA, natural antisense etc"	35.2
at3g63220	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g66053	35.2	35.2	35.2
at1g35450	35.2	35.2	35.2
at2g03390	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g20950	GMM:10.6.1	"cell wall.degradation.cellulases and beta-1,4-glucanases"	35.2
at5g42210	35.2	35.2	35.2
at2g15510	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g58310	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	ATMES18
at4g18830	GMM:33.99	development.unspecified	ATOFP5
at3g01250	35.2	35.2	35.2
at4g04400	GMM:28.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase	35.2
at1g19680	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at1g64540	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g22421	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at4g26560	GMM:30.3	signalling.calcium	CBL7
at2g24940	GMM:21.2	redox.ascorbate and glutathione	MAPR2
at5g02750	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at1g06560	35.2	35.2	35.2
at4g21380	GMM:30.2.24	signalling.receptor kinases.S-locus glycoprotein like	RK3
at2g13930	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at3g14172	35.2	35.2	35.2
at1g47900	35.2	35.2	35.2
at4g08260	GMM:29.4	protein.postranslational modification	35.2
at2g17890	GMM:29.4	protein.postranslational modification	CPK16
at1g31830	GMM:34.3	transport.amino acids	35.2
at1g35950	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g65210	GMM:27.3.35;GMM:20.1	RNA.regulation of transcription.bZIP transcription factor family;stress.biotic	TGA1
at5g23550	35.2	35.2	35.2
at4g07515	35.2	35.2	35.2
at5g39840	GMM:27.2	RNA.transcription	35.2
at1g65230	35.2	35.2	35.2
at1g44030	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at5g51410	GMM:27.4	RNA.RNA binding	35.2
at4g29415	GMM:29.2.7.1.15	protein.synthesis.transfer RNA.nucleus.tRNA-Pro	35.2
at3g24460	35.2	35.2	35.2
at1g15130	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins	35.2
at2g47040	GMM:10.8.1	cell wall.pectinesterases.PME	VGD1
at1g70770	35.2	35.2	35.2
at5g40650	GMM:8.1.7	TCA / organic transformation.TCA.succinate dehydrogenase	SDH2-2
at2g05840	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	PAA2
at1g13950	GMM:29.2.3	protein.synthesis.initiation	ATELF5A-1
at1g06990	GMM:26.28	misc.GDSL-motif lipase	35.2
at5g57360	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	LKP1
at3g51020	35.2	35.2	35.2
at1g11770	GMM:16.4.1;GMM:26.8	"secondary metabolism.N misc.alkaloid-like;misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	35.2
at1g50530	35.2	35.2	35.2
at1g33980	35.2	35.2	ATUPF3
at5g25840	35.2	35.2	35.2
at1g30990	GMM:20.2.99	stress.abiotic.unspecified	35.2
at3g33080	GMM:28.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase	35.2
at3g54290	35.2	35.2	35.2
at4g24805	35.2	35.2	35.2
at2g37730	35.2	35.2	35.2
at4g28920	35.2	35.2	35.2
at5g61740	GMM:34.16	transport.ABC transporters and multidrug resistance systems	ATATH14
at2g44840	GMM:17.5.2	hormone metabolism.ethylene.signal transduction	ERF13
at4g12880	GMM:26.19	misc.plastocyanin-like	ENODL19
at5g64505	GMM:29.2.7.1.20	protein.synthesis.transfer RNA.nucleus.tRNA-Val	35.2
at1g36225	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at3g19270	GMM:26.10	misc.cytochrome P450	CYP707A4
at5g10660	GMM:30.3	signalling.calcium	35.2
at1g68470	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	35.2
at1g33800	35.2	35.2	35.2
at1g12790	35.2	35.2	35.2
at1g76892	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g42385	35.2	35.2	35.2
at1g49715	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at5g14130	GMM:26.12	misc.peroxidases	35.2
at1g80570	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at2g36307	GMM:33.99	development.unspecified	35.2
at5g11670	GMM:8.2.10	TCA / organic transformation.other organic acid transformations.malic	ATNADP-ME2
at5g64550	35.2	35.2	35.2
at3g02950	35.2	35.2	AtTHO7
at5g04770	GMM:34.3	transport.amino acids	ATCAT6
at4g11320	GMM:29.5.3	protein.degradation.cysteine protease	35.2
at1g42525	GMM:29.5.3	protein.degradation.cysteine protease	35.2
at5g64620	GMM:26.18	misc.invertase/pectin methylesterase inhibitor family protein	C/VIF2
atcg00150	GMM:1.1.4.6	PS.lightreaction.ATP synthase.chloroplastic subunit a	ATPI
at3g58510	GMM:27.1.2	RNA.processing.RNA helicase	35.2
at2g37620	GMM:31.1	cell.organisation	AAc1
at1g01510	GMM:27.3.34	RNA.regulation of transcription.orphan family	AN
at3g32100	35.2	35.2	35.2
at2g17785	35.2	35.2	35.2
at3g48270	GMM:26.10	misc.cytochrome P450	CYP71A26
at3g55200	GMM:27.1.1	RNA.processing.splicing	35.2
at4g26890	GMM:29.4;GMM:31.2	protein.postranslational modification;cell.division	MAPKKK16
at1g63020	GMM:27.2	RNA.transcription	SMD2
at1g07010	GMM:26.27	misc.calcineurin-like phosphoesterase family protein	35.2
at4g30550	GMM:23.1.99	nucleotide metabolism.synthesis.unspecified	35.2
at3g28985	35.2	35.2	35.2
at5g57380	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	VIN3
at1g74810	GMM:34.18	transport.unspecified anions	BOR5
at1g63105	35.2	35.2	35.2
at5g42980	GMM:21.1	redox.thioredoxin	TRX3
at3g21280	GMM:29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease	UBP7
at1g12760	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at5g50110	GMM:29.2.2.3.3	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.methylotransferases	35.2
at3g45530	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at1g27430	35.2	35.2	35.2
at5g59980	GMM:27.1.19	RNA.processing.ribonucleases	35.2
at3g26450	GMM:20.2.99	stress.abiotic.unspecified	35.2
at3g17540	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g44075	35.2	35.2	35.2
at2g10290	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g25450	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at5g66080	GMM:29.4	protein.postranslational modification	35.2
at5g50180	GMM:29.4	protein.postranslational modification	35.2
at5g26610	35.2	35.2	35.2
at2g12580	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at1g09400	GMM:17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-oxophytodienoate reductase 3	35.2
at4g30700	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at3g52780	GMM:26.13	misc.acid and other phosphatases	ATPAP20
at2g18420	GMM:17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	35.2
at1g13510	35.2	35.2	35.2
at3g13730	GMM:17.3.1.1.99	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.other	CYP90D1
at2g14455	35.2	35.2	35.2
at5g49970	GMM:18	Co-factor and vitamine metabolism	PDX3
at1g54940	GMM:2.1.2	major CHO metabolism.synthesis.starch	PGSIP4
at2g39730	GMM:1.3.13	PS.calvin cycle.rubisco interacting	RCA
at2g42480	35.2	35.2	35.2
at2g40940	GMM:17.5.2	hormone metabolism.ethylene.signal transduction	ERS
at5g63770	GMM:11.3.5	lipid metabolism.phospholipid synthesis.diacylglycerol kinase	ATDGK2
at1g04810	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	35.2
at3g54820	GMM:34.19.1	transport.major intrinsic proteins.PIP	PIP2;5
at1g63522	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at4g12910	GMM:29.5.5	protein.degradation.serine protease	scpl20
at5g60963	GMM:29.2.7.1.1	protein.synthesis.transfer RNA.nucleus.tRNA-Ala	35.2
at5g20655	35.2	35.2	35.2
at5g39473	35.2	35.2	35.2
atmg00180	GMM:9.6	mitochondrial electron transport / ATP synthesis.cytochrome c	CCB452
at3g11673	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g09010	GMM:26.3	"misc.gluco-, galacto- and mannosidases"	35.2
at4g04430	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at2g43900	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at4g05581	35.2	35.2	35.2
at3g20190	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III	35.2
at1g79700	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	35.2
at3g13680	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g51900	35.2	35.2	35.2
at1g71750	GMM:23.3.1.2	nucleotide metabolism.salvage.phosphoribosyltransferases.hypoxanthine-guanine phosphoribosyltransferase (HPRT)	HGPT
at1g56233	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at5g58040	GMM:27.1.3.7	RNA.processing.3' end processing.Fip1	FIP1[V]
at4g02420	GMM:30.2.19	signalling.receptor kinases.legume-lectin	35.2
at1g20920	GMM:27.1.2	RNA.processing.RNA helicase	35.2
at3g45980	GMM:28.1.3.2.1	DNA.synthesis/chromatin structure.histone.core.H2A	HTB9
at4g39300	35.2	35.2	35.2
at4g12180	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at4g01395	35.2	35.2	35.2
at4g16640	GMM:29.5.7	protein.degradation.metalloprotease	35.2
at2g25260	35.2	35.2	35.2
at3g48237	35.2	35.2	35.2
at5g46970	GMM:26.18	misc.invertase/pectin methylesterase inhibitor family protein	35.2
at3g50960	GMM:31.1	cell.organisation	PLP3a
at1g75350	GMM:29.2.1.1.1.2.31	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L31	emb2184
at4g26020	35.2	35.2	35.2
at2g14560	35.2	35.2	LURP1
at2g36440	35.2	35.2	35.2
at1g52040	GMM:26.16;GMM:16.5.1.3.1	misc.myrosinases-lectin-jacalin;secondary metabolism.sulfur-containing.glucosinolates.degradation.myrosinase	ATMBP
at4g11911	35.2	35.2	35.2
at4g38700	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at5g28143	35.2	35.2	35.2
at5g28080	GMM:29.4	protein.postranslational modification	WNK9
at5g41180	GMM:30.2.6	signalling.receptor kinases.leucine rich repeat VI	35.2
at4g13610	GMM:27.3.46	RNA.regulation of transcription.DNA methyltransferases	MEE57
at5g14380	GMM:10.5.1.1	cell wall.cell wall proteins.AGPs.AGP	AGP6
at3g15260	GMM:29.4	protein.postranslational modification	35.2
at3g10190	GMM:30.3	signalling.calcium	35.2
at3g45460	35.2	35.2	35.2
at2g07678	35.2	35.2	35.2
at1g16270	GMM:29.4	protein.postranslational modification	35.2
at4g27290	GMM:30.2.24	signalling.receptor kinases.S-locus glycoprotein like	35.2
at2g05770	35.2	35.2	35.2
at5g53690	35.2	35.2	35.2
at2g20616	35.2	35.2	35.2
at1g14687	GMM:27.3.80	RNA.regulation of transcription.zf-HD	HB32
at5g12940	GMM:30.2.11	signalling.receptor kinases.leucine rich repeat XI	35.2
at4g08080	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g18220	35.2	35.2	35.2
at1g70800	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	35.2
at1g56530	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins	35.2
at5g23405	GMM:27.3.62	RNA.regulation of transcription.nucleosome/chromatin assembly factor group	35.2
at1g19650	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	35.2
at2g01980	GMM:34.14	transport.unspecified cations	ATNHX7
at1g12450	35.2	35.2	35.2
at2g23120	35.2	35.2	35.2
at2g23240	GMM:15.2	"metal handling.binding, chelation and storage"	35.2
at4g01170	35.2	35.2	35.2
at4g29670	GMM:21.1	redox.thioredoxin	ACHT2
at5g02540	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)	35.2
at2g10617	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g44283	GMM:29.2.7.1.12	protein.synthesis.transfer RNA.nucleus.tRNA-Lys	35.2
at5g40070	GMM:27.3.29	RNA.regulation of transcription.TCP transcription factor family	35.2
at2g41610	35.2	35.2	35.2
at1g57850	GMM:35.1.6	not assigned.no ontology.Toll-interleukin-resistance (TIR) domain-containing protein	35.2
at5g10720	GMM:17.4.2	hormone metabolism.cytokinin.signal transduction	CKI2
at3g06545	35.2	35.2	35.2
atcg00780	GMM:29.2.1.1.1.2.14	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L14	RPL14
at5g49280	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins	35.2
at5g20670	35.2	35.2	35.2
at5g09710	GMM:34.14	transport.unspecified cations	35.2
at2g47350	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at4g06716	35.2	35.2	35.2
at1g65320	35.2	35.2	35.2
at5g37030	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at1g12244	GMM:28.99	DNA.unspecified	35.2
at3g23510	GMM:11.3.7	lipid metabolism.phospholipid synthesis.cyclopropane-fatty-acyl-phospholipid synthase	35.2
at2g27315	35.2	35.2	35.2
at1g80110	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	PP2-B11
at1g18150	GMM:29.4	protein.postranslational modification	ATMPK8
at3g28005	35.2	35.2	35.2
at1g79160	35.2	35.2	35.2
at5g18250	35.2	35.2	35.2
at1g65720	35.2	35.2	35.2
at2g39230	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	LOJ
at5g65950	35.2	35.2	35.2
at4g30000	GMM:25.3	C1-metabolism.dihydropteridine diphosphokinase	35.2
at3g26180	GMM:26.10	misc.cytochrome P450	CYP71B20
at3g05910	GMM:10.8.2	cell wall.pectinesterases.acetyl esterase	35.2
at5g54910	GMM:29.2.2.3.5	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.DExD-box helicases	35.2
at4g26200	GMM:17.5.1.1	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate synthase	ATACS7
at1g69190	GMM:25.3	C1-metabolism.dihydropteridine diphosphokinase	35.2
at5g48590	35.2	35.2	35.2
at4g10300	35.2	35.2	35.2
at1g56260	35.2	35.2	35.2
at4g28040	GMM:33.99	development.unspecified	35.2
at4g09100	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at4g38520	GMM:29.4	protein.postranslational modification	35.2
at4g37730	GMM:27.3.35	RNA.regulation of transcription.bZIP transcription factor family	bZIP7
at1g11370	GMM:10.8.1	cell wall.pectinesterases.PME	35.2
at4g22745	GMM:27.3.59	RNA.regulation of transcription.methyl binding domain proteins	MBD1
at4g32460	35.2	35.2	35.2
at1g29170	GMM:31.1	cell.organisation	SCAR3
at2g35190	GMM:31.4	cell.vesicle transport	NSPN11
at2g30180	GMM:29.2.7.1.8	protein.synthesis.transfer RNA.nucleus.tRNA-Gly	35.2
at2g06610	GMM:28.99	DNA.unspecified	35.2
at2g45830	35.2	35.2	DTA2
at2g38370	35.2	35.2	35.2
at4g13110	GMM:35.1.8	not assigned.no ontology.BSD domain-containing protein	35.2
at1g29800	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at1g20910	GMM:27.3.38	RNA.regulation of transcription.AT-rich interaction domain containing transcription factor family	35.2
at4g39290	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at2g22040	35.2	35.2	35.2
at5g32600	35.2	35.2	35.2
at5g06110	GMM:31.2	cell.division	35.2
at2g07746	GMM:29.2.7.1.7	protein.synthesis.transfer RNA.nucleus.tRNA-Gln	35.2
at2g22955	GMM:32	"micro RNA, natural antisense etc"	35.2
at4g32140	35.2	35.2	35.2
at1g68210	GMM:27.3.66	RNA.regulation of transcription.pseudo ARR transcription factor family	PRR6
at1g68990	GMM:27.2	RNA.transcription	MGP3
at5g34810	35.2	35.2	35.2
at3g07820	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at5g62710	GMM:30.2.13	signalling.receptor kinases.leucine rich repeat XIII	35.2
at1g60720	35.2	35.2	35.2
at3g15790	GMM:27.3.59	RNA.regulation of transcription.methyl binding domain proteins	MBD11
at1g78815	35.2	35.2	LSH7
at4g06497	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at1g19930	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g48410	GMM:33.99	development.unspecified	AGO1
at1g68820	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at2g42190	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at5g47960	GMM:30.5	signalling.G-proteins	ATRABA4C
at4g15061	35.2	35.2	35.2
at2g35860	35.2	35.2	FLA16
at5g17250	35.2	35.2	35.2
at3g20720	35.2	35.2	35.2
at2g04845	GMM:26.24	misc.GCN5-related N-acetyltransferase	35.2
at4g22720	GMM:29.5	protein.degradation	35.2
at5g24960	GMM:26.10	misc.cytochrome P450	CYP71A14
at4g12680	35.2	35.2	35.2
at4g13420	GMM:34.15	transport.potassium	ATHAK5
at3g16670	35.2	35.2	35.2
at4g31130	35.2	35.2	35.2
at1g15825	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins	35.2
at1g37030	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at5g15720	GMM:26.28	misc.GDSL-motif lipase	GLIP7
at5g38020	GMM:17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	35.2
at1g07770	GMM:29.2.1.2.1.515	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S15A	RPS15A
at4g23260	GMM:30.2.17;GMM:20	signalling.receptor kinases.DUF 26;stress	CRK18
at1g18530	GMM:30.3	signalling.calcium	35.2
at5g53900	35.2	35.2	35.2
at4g37690	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	35.2
at3g04940	GMM:13.1.5.3.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL	CYSD1
at4g08114	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g39540	GMM:17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	35.2
at4g29910	GMM:28.1	DNA.synthesis/chromatin structure	ATORC5
at3g58350	35.2	35.2	RTM3
at3g46770	GMM:27.3.41	RNA.regulation of transcription.B3 transcription factor family	35.2
at2g05070	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II	LHCB2.2
at3g57670	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	WIP2
at3g61028	35.2	35.2	35.2
at3g04410	GMM:27.3.27	RNA.regulation of transcription.NAC domain transcription factor family	35.2
at4g17200	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g14480	GMM:31.1	cell.organisation	35.2
at5g18330	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at1g09157	35.2	35.2	35.2
at1g04400	GMM:30.11	signalling.light	PHH1
at4g18700	GMM:29.4	protein.postranslational modification	CIPK12
at1g30550	35.2	35.2	35.2
at5g59616	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at5g48230	GMM:16.1.2.1	secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase	ACAT2
at4g29570	GMM:23.2	nucleotide metabolism.degradation	35.2
at1g14600	GMM:27.3.20	RNA.regulation of transcription.G2-like transcription factor family (GARP)	35.2
at1g04280	35.2	35.2	35.2
at1g33410	35.2	35.2	ATNUP160
at4g11990	35.2	35.2	35.2
at2g11210	GMM:28.99	DNA.unspecified	35.2
at5g44430	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	PDF1.2c
at3g30721	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at2g36310	GMM:23.2.1.2	nucleotide metabolism.degradation.pyrimidine.uridine nucleosidase	URH1
at4g31210	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at4g36190	GMM:29.5.5	protein.degradation.serine protease	35.2
at4g04680	35.2	35.2	35.2
at1g10830	GMM:34.14	transport.unspecified cations	Z-ISO
at4g16370	GMM:34.13	transport.peptides and oligopeptides	ATOPT3
at1g65481	GMM:32	"micro RNA, natural antisense etc"	35.2
at2g03980	GMM:26.28	misc.GDSL-motif lipase	35.2
at1g69680	35.2	35.2	35.2
at1g67560	GMM:17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	LOX6
at4g36070	GMM:30.3	signalling.calcium	CPK18
at3g12545	GMM:11.6	lipid metabolism.lipid transfer proteins etc	35.2
at1g53250	35.2	35.2	35.2
at4g17480	GMM:29.4	protein.postranslational modification	35.2
at2g40650	GMM:27.1	RNA.processing	35.2
at2g30660	GMM:13.2.6.3	amino acid metabolism.degradation.aromatic aa.tryptophan	35.2
